"CMS_Cert_Number","Offers Nursing Care Services","Offers Physical Therapy Services","Offers Occupational Therapy Services","Test","Offers Home Health Aide Services"
"239182","Yes","Yes","Yes","No","Yes"
"239183","Yes","Yes","Yes","Yes","Yes"
"239184","Yes","Yes","Yes","Yes","Yes"
"239186","Yes","Yes","Yes","Yes","Yes"
"239187","Yes","Yes","No","Yes","Yes"
"239188","Yes","Yes","Yes","Yes","Yes"
"239189","Yes","Yes","Yes","Yes","Yes"
"239190","Yes","Yes","Yes","Yes","Yes"
"239191","Yes","Yes","Yes","Yes","Yes"
"239192","Yes","Yes","Yes","Yes","Yes"
"239193","Yes","Yes","Yes","Yes","Yes"
"239194","Yes","Yes","Yes","Yes","Yes"
"239195","Yes","Yes","Yes","Yes","Yes"
"239196","Yes","Yes","Yes","Yes","Yes"
"239197","Yes","Yes","Yes","Yes","Yes"
"239198","Yes","Yes","Yes","Yes","Yes"
"239199","Yes","Yes","Yes","Yes","Yes"
"239200","Yes","Yes","Yes","Yes","Yes"
"239201","Yes","Yes","Yes","Yes","Yes"
"239202","Yes","Yes","Yes","Yes","Yes"
"239203","Yes","Yes","Yes","Yes","Yes"
"239204","Yes","Yes","Yes","Yes","Yes"
"239205","Yes","Yes","Yes","Yes","Yes"
"239206","Yes","Yes","Yes","Yes","Yes"
"239207","Yes","Yes","Yes","Yes","Yes"
"239208","Yes","Yes","Yes","Yes","Yes"
"239209","Yes","Yes","Yes","Yes","Yes"
"239210","Yes","Yes","Yes","Yes","Yes"
"239211","Yes","Yes","Yes","Yes","Yes"
"239212","Yes","Yes","Yes","Yes","Yes"
"239213","Yes","Yes","Yes","Yes","Yes"
"239214","Yes","Yes","Yes","Yes","Yes"
"239215","Yes","Yes","Yes","Yes","Yes"
"239216","Yes","Yes","Yes","Yes","Yes"
"239217","Yes","Yes","Yes","Yes","Yes"
"239218","Yes","Yes","Yes","Yes","Yes"
"239219","Yes","Yes","Yes","Yes","Yes"
"239220","Yes","Yes","Yes","Yes","Yes"
"239221","Yes","Yes","Yes","Yes","Yes"
"239222","Yes","Yes","Yes","Yes","Yes"
"239223","Yes","Yes","Yes","Yes","Yes"
"239224","Yes","Yes","Yes","Yes","Yes"
"239225","Yes","Yes","Yes","Yes","Yes"
"239226","Yes","Yes","Yes","Yes","Yes"
"239227","Yes","Yes","Yes","Yes","Yes"
"239228","Yes","Yes","Yes","Yes","Yes"
"239229","Yes","Yes","Yes","Yes","Yes"
"239230","Yes","Yes","Yes","Yes","Yes"
"239231","Yes","Yes","Yes","Yes","Yes"
"239232","Yes","Yes","Yes","Yes","Yes"
"239233","Yes","Yes","Yes","No","Yes"
"239234","Yes","Yes","Yes","Yes","Yes"
"239235","Yes","Yes","Yes","Yes","Yes"
"239236","Yes","Yes","Yes","Yes","Yes"
"239237","Yes","Yes","Yes","Yes","Yes"
"239238","Yes","Yes","Yes","Yes","Yes"
"239239","Yes","Yes","Yes","Yes","Yes"
"239240","Yes","Yes","Yes","Yes","Yes"
"239241","Yes","Yes","Yes","Yes","Yes"
"239242","Yes","Yes","Yes","Yes","Yes"
"239243","Yes","Yes","Yes","Yes","Yes"
"239244","Yes","Yes","Yes","Yes","Yes"
"239245","Yes","Yes","Yes","Yes","Yes"
"239246","Yes","Yes","Yes","Yes","Yes"
"239247","Yes","Yes","Yes","Yes","Yes"
"239248","Yes","Yes","Yes","Yes","Yes"
"239249","Yes","Yes","Yes","Yes","Yes"
"239250","Yes","Yes","Yes","Yes","Yes"
"239251","Yes","Yes","Yes","Yes","Yes"
"239252","Yes","Yes","Yes","Yes","Yes"
"239253","Yes","Yes","Yes","Yes","Yes"
"239254","Yes","Yes","Yes","Yes","Yes"
"239255","Yes","Yes","Yes","Yes","Yes"
"239256","Yes","Yes","Yes","Yes","Yes"
"239257","Yes","Yes","Yes","Yes","Yes"
"239258","Yes","Yes","Yes","Yes","Yes"
"239259","Yes","Yes","Yes","Yes","Yes"
"239260","Yes","Yes","Yes","Yes","Yes"
"239261","Yes","Yes","Yes","Yes","Yes"
"239262","Yes","Yes","Yes","Yes","Yes"
"239263","Yes","Yes","Yes","Yes","Yes"
"239264","Yes","Yes","Yes","Yes","Yes"
"239265","Yes","Yes","Yes","Yes","Yes"
"239266","Yes","Yes","Yes","No","Yes"
"239267","Yes","Yes","Yes","Yes","Yes"
"239268","Yes","Yes","Yes","Yes","Yes"
"239269","Yes","Yes","Yes","Yes","Yes"
"239270","Yes","Yes","Yes","Yes","Yes"
"239271","Yes","Yes","Yes","Yes","Yes"
"239272","Yes","Yes","Yes","Yes","Yes"
"247001","Yes","Yes","Yes","No","Yes"
"247004","Yes","Yes","No","No","Yes"
"247005","Yes","Yes","Yes","No","Yes"
"247008","Yes","Yes","Yes","Yes","Yes"
"247009","Yes","Yes","No","No","Yes"
"247010","Yes","No","No","No","Yes"
"247011","Yes","Yes","Yes","No","Yes"
"247019","Yes","Yes","Yes","No","Yes"
"247021","Yes","Yes","Yes","Yes","Yes"
"247023","Yes","Yes","Yes","Yes","Yes"
"247024","Yes","Yes","Yes","Yes","Yes"
"247029","Yes","No","No","No","Yes"
"247040","Yes","Yes","Yes","No","Yes"
"247047","Yes","Yes","Yes","No","Yes"
"247049","Yes","Yes","Yes","No","Yes"
"247055","Yes","Yes","Yes","No","Yes"
"247056","Yes","Yes","Yes","No","Yes"
"247057","Yes","No","No","No","Yes"
"247061","Yes","Yes","Yes","No","Yes"
"247063","Yes","No","No","No","Yes"
"247071","Yes","Yes","Yes","No","Yes"
"247074","Yes","Yes","Yes","No","Yes"
"247076","Yes","Yes","Yes","No","Yes"
"247078","Yes","Yes","Yes","Yes","Yes"
"247079","Yes","Yes","Yes","No","Yes"
"247080","Yes","Yes","No","No","Yes"
"247082","Yes","Yes","Yes","Yes","Yes"
"247083","Yes","Yes","Yes","No","Yes"
"247087","Yes","Yes","Yes","No","Yes"
"247089","Yes","No","No","No","Yes"
"247093","Yes","Yes","Yes","Yes","Yes"
"247094","Yes","Yes","Yes","Yes","Yes"
"247096","Yes","Yes","Yes","No","Yes"
"247098","Yes","Yes","Yes","Yes","Yes"
"247103","Yes","Yes","Yes","No","Yes"
"247104","Yes","Yes","Yes","Yes","Yes"
"247110","Yes","No","No","Yes","No"
"247111","Yes","Yes","Yes","No","Yes"
"247113","Yes","Yes","Yes","Yes","Yes"
"247117","Yes","Yes","Yes","Yes","Yes"
"247120","Yes","Yes","Yes","No","Yes"
"247124","Yes","Yes","Yes","Yes","Yes"
"247126","Yes","Yes","Yes","No","Yes"
"247127","Yes","Yes","Yes","No","Yes"
"247133","Yes","Yes","Yes","No","Yes"
"247137","Yes","Yes","Yes","No","Yes"
"247138","Yes","Yes","Yes","Yes","Yes"
"247145","Yes","Yes","Yes","Yes","Yes"
"247151","Yes","Yes","Yes","Yes","Yes"
"247152","Yes","Yes","Yes","Yes","Yes"
"247154","Yes","Yes","Yes","Yes","Yes"
"247156","Yes","Yes","Yes","No","Yes"
"247158","Yes","Yes","Yes","No","Yes"
"247160","Yes","Yes","Yes","No","Yes"
"247161","Yes","Yes","Yes","No","Yes"
"247164","Yes","Yes","Yes","Yes","Yes"
"247166","Yes","Yes","Yes","Yes","Yes"
"247167","Yes","Yes","Yes","Yes","Yes"
"247168","Yes","Yes","Yes","Yes","Yes"
"247171","Yes","Yes","Yes","Yes","Yes"
"247172","Yes","Yes","Yes","Yes","Yes"
"247176","Yes","Yes","Yes","Yes","Yes"
"247177","Yes","Yes","Yes","Yes","Yes"
"247180","Yes","Yes","Yes","No","Yes"
"247183","Yes","Yes","Yes","Yes","Yes"
"247185","Yes","Yes","Yes","No","Yes"
"247186","Yes","Yes","Yes","No","Yes"
"247188","Yes","Yes","Yes","No","Yes"
"247194","Yes","Yes","Yes","Yes","Yes"
"247195","Yes","Yes","Yes","No","Yes"
"247196","Yes","Yes","Yes","Yes","Yes"
"247200","Yes","Yes","Yes","No","Yes"
"247202","Yes","Yes","Yes","No","Yes"
"247203","Yes","Yes","Yes","Yes","Yes"
"247209","Yes","No","No","No","Yes"
"247211","Yes","Yes","Yes","Yes","Yes"
"247212","Yes","Yes","Yes","Yes","Yes"
"247213","Yes","Yes","Yes","Yes","Yes"
"247214","Yes","Yes","Yes","Yes","Yes"
"247215","Yes","Yes","Yes","Yes","Yes"
"247216","Yes","Yes","Yes","No","Yes"
"247217","Yes","Yes","Yes","No","Yes"
"247218","Yes","Yes","Yes","No","Yes"
"247219","Yes","Yes","Yes","No","Yes"
"247221","Yes","Yes","Yes","No","Yes"
"247223","Yes","Yes","Yes","Yes","Yes"
"247224","Yes","Yes","Yes","No","Yes"
"247226","Yes","Yes","Yes","Yes","Yes"
"247227","Yes","Yes","Yes","No","Yes"
"247229","Yes","Yes","Yes","Yes","Yes"
"247230","Yes","Yes","Yes","No","Yes"
"247236","Yes","Yes","Yes","No","Yes"
"247238","Yes","Yes","Yes","Yes","Yes"
"247241","Yes","Yes","Yes","Yes","Yes"
"247250","Yes","Yes","Yes","Yes","Yes"
"247252","Yes","Yes","Yes","Yes","Yes"
"247256","Yes","Yes","Yes","Yes","Yes"
"247260","Yes","No","No","Yes","Yes"
"247263","Yes","Yes","Yes","No","Yes"
"247264","Yes","No","No","No","Yes"
"247266","Yes","Yes","Yes","No","Yes"
"247268","Yes","Yes","Yes","No","Yes"
"247269","Yes","Yes","Yes","No","Yes"
"247271","Yes","No","No","No","Yes"
"247273","Yes","Yes","No","No","Yes"
"247274","Yes","Yes","Yes","Yes","Yes"
"247279","Yes","Yes","Yes","Yes","Yes"
"247281","Yes","Yes","Yes","No","Yes"
"247282","Yes","Yes","Yes","Yes","Yes"
"247283","Yes","No","No","Yes","Yes"
"247285","Yes","Yes","Yes","Yes","Yes"
"247286","Yes","Yes","Yes","No","Yes"
"247288","Yes","Yes","Yes","No","Yes"
"247292","Yes","Yes","Yes","Yes","Yes"
"247296","Yes","No","No","No","Yes"
"248000","Yes","Yes","Yes","Yes","Yes"
"248002","Yes","Yes","Yes","No","Yes"
"248003","Yes","Yes","Yes","No","Yes"
"248004","Yes","Yes","Yes","Yes","Yes"
"248005","Yes","Yes","No","No","Yes"
"248007","Yes","Yes","Yes","No","Yes"
"248008","Yes","Yes","Yes","Yes","Yes"
"248009","Yes","Yes","Yes","No","Yes"
"248011","Yes","Yes","Yes","Yes","Yes"
"248018","Yes","Yes","Yes","No","Yes"
"248022","Yes","No","No","Yes","Yes"
"248027","Yes","Yes","Yes","Yes","Yes"
"248028","Yes","Yes","Yes","Yes","Yes"
"248030","Yes","Yes","No","No","Yes"
"248033","Yes","Yes","Yes","No","Yes"
"248035","Yes","Yes","Yes","No","Yes"
"248037","Yes","Yes","Yes","Yes","Yes"
"248038","Yes","Yes","Yes","Yes","Yes"
"248040","Yes","Yes","Yes","Yes","Yes"
"248045","Yes","Yes","Yes","No","Yes"
"248046","Yes","Yes","Yes","No","Yes"
"248047","Yes","Yes","Yes","Yes","Yes"
"248048","Yes","Yes","No","No","Yes"
"248049","Yes","Yes","No","No","Yes"
"248051","Yes","Yes","Yes","No","Yes"
"248052","Yes","Yes","Yes","Yes","Yes"
"248054","Yes","Yes","Yes","No","Yes"
"248055","Yes","Yes","Yes","No","Yes"
"248056","Yes","Yes","Yes","Yes","Yes"
"248058","Yes","Yes","Yes","No","Yes"
"248059","Yes","Yes","Yes","Yes","Yes"
"248060","Yes","Yes","Yes","Yes","Yes"
"248061","Yes","Yes","Yes","No","Yes"
"248062","Yes","Yes","Yes","No","Yes"
"248063","Yes","Yes","Yes","No","Yes"
"248065","Yes","Yes","Yes","Yes","Yes"
"248068","Yes","Yes","No","No","Yes"
"248071","Yes","Yes","Yes","No","Yes"
"248072","Yes","Yes","Yes","No","Yes"
"248076","Yes","Yes","Yes","Yes","Yes"
"248077","Yes","Yes","No","No","Yes"
"248078","Yes","Yes","Yes","No","Yes"
"248079","Yes","Yes","Yes","Yes","Yes"
"248080","Yes","Yes","Yes","Yes","Yes"
"248081","Yes","Yes","Yes","Yes","Yes"
"248082","Yes","Yes","Yes","Yes","Yes"
"248084","Yes","Yes","Yes","No","Yes"
"248085","Yes","Yes","Yes","Yes","Yes"
"248086","Yes","Yes","Yes","Yes","Yes"
"248087","Yes","Yes","Yes","Yes","Yes"
"248088","Yes","Yes","Yes","Yes","Yes"
"248089","Yes","Yes","Yes","Yes","Yes"
"248090","Yes","Yes","Yes","Yes","Yes"
"248091","Yes","Yes","Yes","Yes","Yes"
"248092","Yes","Yes","Yes","Yes","Yes"
"248093","Yes","Yes","Yes","Yes","Yes"
"248096","Yes","Yes","Yes","No","Yes"
"248098","Yes","Yes","Yes","No","Yes"
"248099","Yes","Yes","Yes","No","Yes"
"248100","Yes","Yes","Yes","Yes","Yes"
"248103","Yes","Yes","Yes","Yes","Yes"
"248105","Yes","Yes","Yes","Yes","Yes"
"248109","Yes","Yes","Yes","No","Yes"
"248110","Yes","Yes","Yes","Yes","Yes"
"248111","Yes","Yes","Yes","No","Yes"
"248112","Yes","Yes","Yes","No","Yes"
"248113","Yes","Yes","Yes","Yes","Yes"
"248114","Yes","Yes","Yes","Yes","Yes"
"248115","Yes","Yes","Yes","Yes","Yes"
"248116","Yes","No","No","No","Yes"
"248117","Yes","Yes","Yes","Yes","Yes"
"248118","Yes","Yes","Yes","No","Yes"
"248119","Yes","Yes","No","No","Yes"
"248120","Yes","Yes","No","No","Yes"
"248121","Yes","Yes","Yes","Yes","Yes"
"248122","Yes","Yes","Yes","No","Yes"
"248123","Yes","Yes","Yes","Yes","Yes"
"248124","Yes","No","No","No","Yes"
"248125","Yes","Yes","Yes","Yes","Yes"
"248126","Yes","Yes","Yes","Yes","Yes"
"248127","Yes","Yes","No","No","Yes"
"248128","Yes","Yes","Yes","Yes","Yes"
"257002","Yes","Yes","Yes","Yes","Yes"
"257016","Yes","Yes","No","Yes","Yes"
"257082","Yes","Yes","Yes","Yes","Yes"
"257085","Yes","Yes","Yes","Yes","Yes"
"257086","Yes","Yes","Yes","Yes","Yes"
"257087","Yes","Yes","Yes","Yes","Yes"
"257088","Yes","Yes","Yes","No","Yes"
"257089","Yes","Yes","Yes","Yes","Yes"
"257090","Yes","Yes","Yes","Yes","Yes"
"257091","Yes","Yes","Yes","Yes","Yes"
"257096","Yes","Yes","Yes","Yes","Yes"
"257097","Yes","Yes","Yes","Yes","Yes"
"257098","Yes","Yes","Yes","Yes","Yes"
"257099","Yes","Yes","Yes","Yes","Yes"
"257100","Yes","Yes","Yes","Yes","Yes"
"257101","Yes","Yes","Yes","Yes","Yes"
"257102","Yes","Yes","Yes","Yes","Yes"
"257103","Yes","Yes","Yes","No","Yes"
"257106","Yes","Yes","No","Yes","Yes"
"257107","Yes","Yes","Yes","Yes","Yes"
"257110","Yes","Yes","Yes","Yes","Yes"
"257111","Yes","Yes","Yes","Yes","Yes"
"257114","Yes","Yes","Yes","Yes","Yes"
"257115","Yes","Yes","Yes","Yes","Yes"
"257117","Yes","Yes","No","Yes","Yes"
"257120","Yes","Yes","Yes","Yes","Yes"
"257121","Yes","Yes","No","Yes","Yes"
"257122","Yes","Yes","No","Yes","Yes"
"257123","Yes","Yes","Yes","Yes","Yes"
"257124","Yes","Yes","Yes","Yes","Yes"
"257126","Yes","Yes","Yes","Yes","Yes"
"257127","Yes","Yes","Yes","Yes","Yes"
"257128","Yes","Yes","Yes","Yes","Yes"
"257129","Yes","Yes","Yes","Yes","Yes"
"257131","Yes","Yes","Yes","Yes","Yes"
"257134","Yes","Yes","Yes","Yes","Yes"
"257135","Yes","Yes","Yes","Yes","Yes"
"257141","Yes","Yes","Yes","Yes","Yes"
"257143","Yes","Yes","Yes","Yes","Yes"
"257300","Yes","Yes","Yes","Yes","Yes"
"257303","Yes","Yes","Yes","Yes","Yes"
"257304","Yes","Yes","Yes","Yes","Yes"
"257305","Yes","Yes","Yes","Yes","Yes"
"257309","Yes","Yes","Yes","Yes","Yes"
"257311","Yes","Yes","Yes","Yes","Yes"
"257800","Yes","Yes","No","Yes","Yes"
"257808","Yes","No","No","Yes","Yes"
"257820","Yes","No","No","Yes","Yes"
"257843","Yes","No","No","Yes","Yes"
"257867","Yes","Yes","No","Yes","Yes"
"267002","Yes","Yes","Yes","Yes","Yes"
"267003","Yes","Yes","Yes","No","Yes"
"267019","Yes","Yes","Yes","No","Yes"
"267025","Yes","Yes","Yes","No","Yes"
"267029","Yes","Yes","Yes","Yes","Yes"
"267032","Yes","Yes","Yes","Yes","Yes"
"267035","Yes","Yes","Yes","Yes","Yes"
"267036","Yes","Yes","Yes","Yes","Yes"
"267037","Yes","Yes","Yes","Yes","Yes"
"267047","Yes","Yes","Yes","Yes","Yes"
"267049","Yes","Yes","Yes","Yes","Yes"
"267050","Yes","Yes","Yes","Yes","Yes"
"267051","Yes","Yes","No","No","Yes"
"267053","Yes","Yes","Yes","Yes","Yes"
"267056","Yes","Yes","Yes","Yes","Yes"
"267057","Yes","Yes","Yes","No","Yes"
"267058","Yes","Yes","Yes","Yes","Yes"
"267062","Yes","Yes","Yes","No","Yes"
"267064","Yes","Yes","Yes","Yes","Yes"
"267065","Yes","Yes","Yes","Yes","Yes"
"267067","Yes","Yes","Yes","No","Yes"
"267068","Yes","Yes","Yes","No","Yes"
"267069","Yes","Yes","Yes","Yes","Yes"
"267070","Yes","Yes","Yes","No","Yes"
"267078","Yes","Yes","No","Yes","Yes"
"267086","Yes","Yes","Yes","Yes","Yes"
"267087","Yes","Yes","Yes","Yes","Yes"
"267091","Yes","Yes","Yes","Yes","Yes"
"267093","Yes","Yes","Yes","No","Yes"
"267097","Yes","Yes","Yes","Yes","Yes"
"267098","Yes","Yes","Yes","No","Yes"
"267106","Yes","Yes","Yes","Yes","Yes"
"267121","Yes","Yes","Yes","Yes","Yes"
"267125","Yes","Yes","Yes","No","Yes"
"267127","Yes","Yes","Yes","No","Yes"
"267140","Yes","Yes","No","No","Yes"
"267149","Yes","Yes","Yes","Yes","Yes"
"267151","Yes","Yes","Yes","Yes","No"
"267154","Yes","Yes","Yes","No","Yes"
"267160","Yes","Yes","No","Yes","Yes"
"267161","Yes","Yes","Yes","Yes","Yes"
"267163","Yes","Yes","Yes","Yes","Yes"
"267168","Yes","Yes","Yes","Yes","Yes"
"267178","Yes","Yes","No","Yes","Yes"
"267182","Yes","Yes","Yes","Yes","Yes"
"267184","Yes","Yes","Yes","Yes","Yes"
"267185","Yes","Yes","No","Yes","Yes"
"267186","Yes","Yes","Yes","Yes","Yes"
"267191","Yes","Yes","Yes","No","Yes"
"267192","Yes","Yes","Yes","Yes","Yes"
"267195","Yes","Yes","Yes","Yes","Yes"
"267196","Yes","Yes","Yes","Yes","Yes"
"267205","Yes","Yes","Yes","Yes","Yes"
"267206","Yes","Yes","Yes","No","Yes"
"267214","Yes","Yes","Yes","Yes","Yes"
"267215","Yes","Yes","Yes","Yes","Yes"
"267216","Yes","Yes","Yes","Yes","Yes"
"267217","Yes","Yes","Yes","Yes","Yes"
"267218","Yes","Yes","Yes","Yes","Yes"
"267219","Yes","Yes","Yes","Yes","Yes"
"267223","Yes","Yes","Yes","Yes","Yes"
"267240","Yes","Yes","Yes","Yes","Yes"
"267246","Yes","Yes","Yes","No","Yes"
"267247","Yes","Yes","Yes","Yes","Yes"
"267250","Yes","Yes","Yes","No","Yes"
"267253","Yes","Yes","Yes","Yes","Yes"
"267258","Yes","Yes","Yes","No","Yes"
"267263","Yes","Yes","Yes","No","Yes"
"267264","Yes","Yes","Yes","Yes","Yes"
"267269","Yes","Yes","Yes","Yes","No"
"267270","Yes","Yes","Yes","Yes","Yes"
"267276","Yes","Yes","Yes","Yes","Yes"
"267282","Yes","Yes","No","Yes","Yes"
"267290","Yes","Yes","Yes","Yes","Yes"
"267296","Yes","Yes","Yes","No","Yes"
"267297","Yes","Yes","Yes","Yes","Yes"
"267402","Yes","Yes","Yes","Yes","Yes"
"267409","Yes","Yes","Yes","Yes","Yes"
"267413","Yes","Yes","Yes","No","No"
"267426","Yes","Yes","Yes","Yes","Yes"
"267431","Yes","Yes","Yes","Yes","Yes"
"267448","Yes","Yes","Yes","Yes","Yes"
"267453","Yes","Yes","Yes","Yes","Yes"
"267459","Yes","Yes","No","No","Yes"
"267462","Yes","Yes","Yes","Yes","Yes"
"267468","Yes","Yes","Yes","Yes","Yes"
"267477","Yes","Yes","Yes","No","Yes"
"267488","Yes","Yes","Yes","Yes","Yes"
"267499","Yes","Yes","Yes","Yes","Yes"
"267502","Yes","Yes","Yes","Yes","Yes"
"267505","Yes","Yes","Yes","No","Yes"
"267511","Yes","Yes","Yes","No","Yes"
"267513","Yes","Yes","Yes","Yes","Yes"
"267514","Yes","Yes","Yes","Yes","Yes"
"267515","Yes","Yes","Yes","Yes","Yes"
"267518","Yes","Yes","Yes","Yes","Yes"
"267520","Yes","Yes","Yes","Yes","Yes"
"267522","Yes","Yes","Yes","No","Yes"
"267525","Yes","Yes","Yes","Yes","Yes"
"267529","Yes","Yes","Yes","Yes","Yes"
"267530","Yes","Yes","Yes","Yes","Yes"
"267535","Yes","Yes","Yes","No","Yes"
"267539","Yes","Yes","Yes","Yes","Yes"
"267543","Yes","Yes","Yes","Yes","Yes"
"267548","Yes","Yes","Yes","No","Yes"
"267555","Yes","Yes","Yes","Yes","Yes"
"267557","Yes","Yes","Yes","Yes","Yes"
"267560","Yes","Yes","Yes","Yes","Yes"
"267561","Yes","Yes","Yes","Yes","Yes"
"267562","Yes","Yes","Yes","Yes","Yes"
"267564","Yes","Yes","Yes","Yes","Yes"
"267565","Yes","Yes","Yes","Yes","Yes"
"267567","Yes","Yes","Yes","Yes","Yes"
"267568","Yes","No","No","No","Yes"
"267571","Yes","Yes","Yes","Yes","Yes"
"267572","Yes","Yes","Yes","Yes","Yes"
"267574","Yes","Yes","Yes","Yes","Yes"
"267576","Yes","Yes","Yes","Yes","Yes"
"267579","Yes","Yes","Yes","Yes","Yes"
"267580","Yes","Yes","Yes","Yes","Yes"
"267581","Yes","Yes","Yes","Yes","Yes"
"267582","Yes","Yes","Yes","Yes","Yes"
"267583","Yes","No","No","No","Yes"
"267584","Yes","Yes","Yes","Yes","Yes"
"267585","Yes","Yes","Yes","Yes","Yes"
"267586","Yes","Yes","Yes","Yes","Yes"
"267588","Yes","Yes","Yes","Yes","Yes"
"267589","Yes","Yes","Yes","Yes","Yes"
"267590","Yes","Yes","Yes","Yes","Yes"
"267592","Yes","Yes","Yes","Yes","Yes"
"267593","Yes","Yes","Yes","Yes","Yes"
"267594","Yes","Yes","Yes","Yes","Yes"
"267595","Yes","Yes","Yes","Yes","Yes"
"267596","Yes","Yes","Yes","Yes","Yes"
"267597","Yes","Yes","Yes","No","Yes"
"267598","Yes","Yes","Yes","Yes","Yes"
"267599","Yes","Yes","Yes","Yes","Yes"
"267600","Yes","Yes","Yes","Yes","Yes"
"267602","Yes","Yes","Yes","Yes","Yes"
"267603","Yes","Yes","Yes","Yes","Yes"
"267604","Yes","Yes","Yes","Yes","Yes"
"267605","Yes","Yes","Yes","No","Yes"
"267606","Yes","Yes","Yes","Yes","No"
"267607","Yes","Yes","Yes","Yes","Yes"
"267609","Yes","Yes","Yes","No","Yes"
"267610","Yes","Yes","Yes","Yes","Yes"
"267611","Yes","Yes","Yes","No","Yes"
"267612","Yes","Yes","Yes","Yes","Yes"
"267613","Yes","Yes","Yes","Yes","Yes"
"267614","Yes","Yes","Yes","Yes","Yes"
"267616","Yes","Yes","Yes","No","No"
"267617","Yes","Yes","Yes","Yes","Yes"
"267618","Yes","Yes","Yes","Yes","No"
"267619","Yes","Yes","Yes","Yes","Yes"
"267620","Yes","Yes","Yes","Yes","Yes"
"267621","Yes","Yes","No","No","Yes"
"267622","Yes","Yes","Yes","Yes","Yes"
"267623","Yes","Yes","Yes","Yes","Yes"
"267624","Yes","Yes","Yes","Yes","Yes"
"267626","Yes","Yes","Yes","Yes","Yes"
"267627","Yes","No","No","No","Yes"
"267628","Yes","Yes","Yes","Yes","Yes"
"267629","Yes","Yes","Yes","Yes","Yes"
"267630","Yes","Yes","Yes","Yes","Yes"
"267631","Yes","Yes","No","No","Yes"
"267632","Yes","Yes","Yes","Yes","Yes"
"267633","Yes","Yes","Yes","Yes","Yes"
"267634","Yes","Yes","Yes","Yes","Yes"
"267635","Yes","Yes","Yes","Yes","Yes"
"267636","Yes","Yes","Yes","Yes","Yes"
"267637","Yes","Yes","Yes","Yes","Yes"
"267638","Yes","Yes","Yes","Yes","Yes"
"267639","Yes","Yes","Yes","Yes","Yes"
"267640","Yes","Yes","Yes","No","Yes"
"277011","Yes","Yes","Yes","Yes","Yes"
"277012","Yes","Yes","Yes","Yes","Yes"
"277016","Yes","Yes","Yes","Yes","No"
"277017","Yes","Yes","Yes","Yes","Yes"
"277019","Yes","Yes","Yes","Yes","Yes"
"277030","Yes","Yes","Yes","No","Yes"
"277032","Yes","Yes","Yes","Yes","Yes"
"277033","Yes","Yes","Yes","Yes","Yes"
"277039","Yes","Yes","Yes","Yes","Yes"
"277040","Yes","Yes","Yes","No","Yes"
"277041","Yes","Yes","Yes","Yes","Yes"
"277045","Yes","Yes","No","Yes","Yes"
"277046","Yes","Yes","Yes","Yes","Yes"
"277050","Yes","Yes","Yes","No","Yes"
"277053","Yes","Yes","Yes","Yes","Yes"
"277058","Yes","Yes","Yes","No","Yes"
"277060","Yes","Yes","Yes","Yes","Yes"
"277061","Yes","Yes","Yes","Yes","Yes"
"277064","Yes","Yes","Yes","Yes","Yes"
"277066","Yes","Yes","Yes","Yes","Yes"
"277068","Yes","Yes","Yes","Yes","Yes"
"277072","Yes","Yes","Yes","Yes","Yes"
"277078","Yes","Yes","Yes","No","Yes"
"277079","Yes","Yes","Yes","No","Yes"
"277087","Yes","Yes","Yes","Yes","Yes"
"277090","Yes","Yes","Yes","Yes","No"
"277093","Yes","Yes","Yes","Yes","Yes"
"277094","Yes","Yes","Yes","Yes","No"
"277097","Yes","Yes","Yes","Yes","Yes"
"287001","Yes","Yes","Yes","No","Yes"
"287002","Yes","Yes","Yes","Yes","Yes"
"287003","Yes","Yes","Yes","Yes","Yes"
"287004","Yes","Yes","Yes","Yes","Yes"
"287005","Yes","Yes","Yes","Yes","Yes"
"287008","Yes","Yes","Yes","Yes","Yes"
"287009","Yes","Yes","Yes","Yes","Yes"
"287015","Yes","Yes","Yes","Yes","Yes"
"287016","Yes","Yes","Yes","Yes","Yes"
"287019","Yes","Yes","Yes","Yes","Yes"
"287020","Yes","Yes","Yes","Yes","Yes"
"287026","Yes","Yes","Yes","Yes","Yes"
"287027","Yes","Yes","Yes","Yes","Yes"
"287028","Yes","Yes","Yes","Yes","Yes"
"287036","Yes","Yes","Yes","No","Yes"
"287037","Yes","Yes","Yes","No","Yes"
"287038","Yes","Yes","Yes","Yes","Yes"
"287039","Yes","Yes","Yes","No","Yes"
"287040","Yes","Yes","Yes","No","Yes"
"287041","Yes","Yes","Yes","Yes","Yes"
"287050","Yes","Yes","Yes","Yes","Yes"
"287052","Yes","Yes","Yes","No","Yes"
"287053","Yes","Yes","Yes","Yes","Yes"
"287055","Yes","Yes","Yes","Yes","Yes"
"287056","Yes","Yes","Yes","No","No"
"287057","Yes","Yes","Yes","No","Yes"
"287059","Yes","Yes","No","No","Yes"
"287060","Yes","Yes","Yes","Yes","Yes"
"287061","Yes","Yes","Yes","No","Yes"
"287062","Yes","Yes","Yes","Yes","Yes"
"287063","Yes","Yes","Yes","No","No"
"287071","Yes","Yes","Yes","No","Yes"
"287072","Yes","No","No","No","Yes"
"287073","Yes","Yes","Yes","No","Yes"
"287075","Yes","Yes","Yes","No","Yes"
"287076","Yes","Yes","Yes","No","Yes"
"287086","Yes","Yes","Yes","No","Yes"
"287087","Yes","Yes","Yes","No","No"
