"CMS_Cert_Num","Question_1","Question_2","Question_3","Question_4","Question_5","Question_6","Question_7","Question_8","Question_9","Question_10","Question_11","Question_12","Question_13","Question_14","Question_15","Question_16","Question_17","Question_18","Question_19"
"367790","90","92","100","100","91","97","100","100","97","100","99","64","53","53","61","53","41","14","19"
"367793","98","96","99","100","91","97","99","100","100","100","100","62","47","65","82","68","52","11","8"
"367797","89","93","100","100","73","84","99","100","100","98","100","57","35","49","63","38","45","18","17"
"368003","83","72","91","70","54","40","88","84","88","85","72","53","39","41","47","55","39","14","27"
"368004","95","77","100","93","43","43","91","99","96","94","86","","","","","","39","10","20"
"368012","89","95","100","100","74","80","99","100","99","100","98","61","60","60","72","62","55","6","17"
"368014","95","97","99","95","66","65","99","99","97","97","98","67","53","72","63","61","53","15","19"
"368015","95","90","94","100","71","70","98","99","97","99","99","56","55","62","61","62","46","12","18"
"368019","98","92","98","100","85","92","99","100","98","100","99","68","49","69","84","67","57","10","16"
"368020","82","64","92","89","64","60","87","98","92","89","85","55","51","49","67","61","55","18","14"
"368024","95","95","87","94","76","80","98","96","94","92","100","53","58","60","50","70","56","8","23"
"368029","88","97","100","100","87","87","100","100","96","97","100","44","44","47","52","63","32","10","15"
"368037","97","49","100","100","70","88","99","100","100","100","100","57","56","51","61","68","41","18","18"
"368045","83","57","92","85","44","39","82","92","78","90","92","52","54","59","64","61","44","9","18"
"368049","97","99","99","99","87","88","100","100","100","100","99","55","52","55","56","42","41","15","19"
"368051","85","79","100","97","82","90","100","100","100","100","93","58","30","55","66","65","28","10","20"
"368053","89","90","92","99","81","79","97","100","99","99","99","65","71","71","78","76","56","9","14"
"368055","99","50","100","100","77","71","100","88","88","99","98","54","74","72","68","75","39","11","18"
"368057","98","95","100","100","82","75","100","99","99","100","100","75","63","80","66","75","73","12","12"
"368058","97","92","100","100","82","88","100","100","98","99","100","52","72","64","60","64","38","16","12"
"368059","96","77","99","97","69","77","100","95","84","98","98","55","54","62","72","65","47","13","14"
"368061","70","90","97","97","62","54","92","98","96","92","87","47","39","42","51","52","38","10","20"
"368062","95","79","95","72","78","74","81","96","96","93","64","38","39","36","27","39","28","10","20"
"368065","92","74","96","98","65","66","99","92","90","99","99","54","48","55","57","60","41","10","22"
"368066","87","97","96","94","93","82","94","100","100","97","82","51","39","59","61","72","38","7","18"
"368071","95","83","98","100","81","72","99","100","100","99","96","52","59","57","52","59","43","12","15"
"368077","98","98","99","100","78","73","100","100","98","100","100","52","57","59","63","65","49","10","14"
"368081","99","99","100","100","91","95","100","100","99","99","100","66","63","74","81","65","46","11","16"
"368086","80","72","98","87","62","50","84","95","87","87","84","59","63","68","57","59","50","9","18"
"368087","89","95","96","37","0","0","90","100","98","97","88","44","34","42","57","61","39","10","20"
"368092","97","98","100","100","92","86","100","100","100","100","100","62","43","45","44","39","25","9","13"
"368093","98","96","100","81","67","49","99","100","100","100","92","65","43","70","59","64","49","11","8"
"368094","89","93","100","96","91","89","100","100","100","99","100","17","30","13","20","27","23","8","10"
"368103","92","89","98","98","77","75","99","99","97","99","99","62","53","68","61","66","54","11","20"
"368111","78","55","95","88","53","28","88","100","97","97","95","68","54","56","45","50","20","6","11"
"368112","97","97","100","100","70","56","100","100","100","100","100","52","56","45","64","43","40","12","19"
"368114","84","96","83","96","72","72","64","49","71","61","98","58","54","66","77","68","50","11","19"
"368116","97","96","95","100","82","83","100","100","100","100","100","63","52","66","64","73","52","8","19"
"368118","100","99","100","100","58","42","100","100","100","100","100","41","31","39","71","56","29","12","17"
"368120","78","84","98","96","23","21","97","100","97","89","88","71","81","69","79","59","61","10","15"
"368121","91","56","95","98","89","90","99","98","99","100","96","59","65","65","68","71","42","13","17"
"368127","81","87","100","100","50","53","100","99","97","95","99","45","41","30","31","40","33","10","20"
"368129","86","67","99","95","33","42","97","99","99","100","91","42","47","38","40","44","28","18","25"
"368130","93","98","99","99","94","94","100","99","98","98","100","68","61","72","69","83","55","11","18"
"368131","98","84","98","100","42","33","96","99","100","95","100","65","60","69","67","68","52","14","18"
"368133","89","84","100","95","71","62","97","97","94","91","89","46","48","55","62","67","31","10","20"
"368135","97","95","100","100","44","40","100","100","95","100","99","44","23","42","47","65","39","10","8"
"368138","77","72","100","99","55","55","99","98","92","98","98","47","57","53","54","59","39","15","16"
"368139","94","90","82","98","71","63","98","99","100","96","100","55","54","59","71","77","50","10","16"
"368141","99","87","100","100","82","67","100","100","99","100","100","57","42","67","68","49","53","10","16"
"368142","83","99","100","100","84","86","100","96","98","100","98","68","61","77","57","65","52","13","31"
"368146","95","99","100","99","91","93","100","94","95","100","99","62","65","64","53","58","47","12","16"
"368148","64","70","100","99","43","42","99","96","90","97","98","49","35","36","48","60","45","12","14"
"368149","88","88","97","68","75","65","88","100","100","99","88","51","39","55","53","38","51","10","20"
"368153","92","84","100","100","59","62","100","90","86","100","93","66","60","70","58","72","51","13","15"
"368154","88","94","89","96","15","24","96","99","100","99","93","39","26","43","44","48","25","12","12"
"368157","78","82","99","84","55","59","96","99","82","100","91","55","52","59","47","57","45","19","14"
"368161","90","92","100","27","99","99","92","97","100","98","94","46","56","46","61","64","44","10","20"
"368164","80","82","97","82","53","61","93","93","90","93","98","50","60","58","53","65","53","20","19"
"368167","75","75","97","100","36","30","96","90","88","86","98","60","59","44","64","62","32","14","19"
"368168","85","91","93","100","69","69","99","98","93","99","99","58","60","60","63","65","51","13","12"
"368170","91","86","97","96","50","50","95","97","67","83","88","77","88","83","87","84","73","16","15"
"368173","85","73","85","60","45","52","84","79","77","87","33","40","61","45","79","69","58","10","20"
"368174","89","74","98","97","56","48","98","99","98","99","87","52","45","55","65","67","41","9","22"
"368180","48","89","78","73","85","83","81","89","73","64","84","69","82","87","88","83","45","20","15"
"368181","92","92","98","99","90","93","100","100","98","100","100","62","65","65","65","68","45","9","17"
"368182","88","100","100","100","55","30","100","100","100","100","100","41","21","41","70","54","34","10","24"
"368183","98","87","82","100","74","66","100","99","97","100","100","57","54","60","60","56","42","9","14"
"368184","86","71","99","99","36","32","99","94","82","95","98","51","55","54","49","53","40","18","17"
"368187","66","90","97","98","79","86","74","100","100","90","97","49","42","46","46","67","45","23","6"
"368191","92","80","84","97","59","55","99","97","99","99","100","48","49","42","61","57","40","12","20"
"368193","91","97","100","99","30","31","99","99","100","96","98","63","40","61","69","64","44","8","21"
"368196","90","94","100","98","75","80","99","99","100","99","98","62","58","69","69","65","53","13","15"
"368209","89","95","93","96","68","53","98","98","97","97","99","45","47","46","55","63","42","10","17"
"368213","94","90","83","99","66","66","98","97","91","99","99","54","54","55","63","70","32","14","15"
"368215","96","68","99","97","94","92","98","100","99","100","98","57","43","59","70","75","50","10","18"
"368223","97","99","97","99","83","55","98","100","100","99","98","63","60","66","64","79","56","10","25"
"368225","94","92","98","97","78","81","99","98","94","97","99","62","61","69","78","74","46","10","22"
"368227","80","97","99","99","78","77","99","96","94","99","99","49","54","52","47","49","31","13","12"
"368229","94","95","99","100","83","77","100","100","99","98","100","65","52","66","65","69","58","15","21"
"368230","90","98","99","96","88","81","99","98","98","100","100","63","58","66","81","73","48","12","12"
"368232","96","98","99","99","90","92","100","100","99","99","100","69","66","73","71","80","57","12","18"
"368233","91","95","100","100","83","62","100","97","90","98","100","51","36","47","46","28","28","10","20"
"368237","89","84","95","100","88","78","97","93","69","98","98","50","47","58","68","61","54","11","16"
"368238","69","82","100","98","81","72","96","98","48","72","98","66","78","63","60","83","35","14","15"
"368246","91","91","93","98","62","62","98","99","99","99","97","63","52","64","68","69","57","12","18"
"368247","86","90","97","99","77","74","100","96","92","98","100","56","51","58","66","53","33","9","19"
"368248","89","82","99","99","63","69","99","98","98","99","97","60","51","68","71","59","62","12","17"
"368249","88","92","99","96","72","73","99","99","98","99","92","54","44","53","57","62","48","12","20"
"368250","96","91","84","86","53","51","82","100","100","98","79","63","41","62","69","72","59","15","18"
"368259","93","98","95","100","77","59","99","99","97","100","99","67","54","66","59","43","42","10","24"
"368260","92","98","99","100","75","84","99","100","100","99","98","93","92","95","93","100","81","13","27"
"368261","99","98","100","100","97","99","100","100","100","100","100","87","73","88","86","77","45","17","19"
"368267","92","96","97","97","77","80","100","96","97","98","99","64","52","64","47","48","49","10","20"
"368268","90","92","97","91","91","89","99","96","97","94","99","53","42","58","62","58","35","6","21"
"368274","79","89","100","99","80","81","99","100","100","98","91","42","56","35","37","66","41","7","18"
"368276","74","43","100","98","63","54","97","87","97","89","98","60","78","57","56","76","44","13","16"
"368278","93","90","100","100","72","64","98","94","94","97","98","36","33","31","50","68","42","10","20"
"368287","73","80","95","94","55","69","97","91","68","60","95","59","59","60","60","48","48","7","19"
"368288","97","82","86","98","84","83","98","99","100","100","99","49","42","49","59","45","43","12","17"
"368290","75","76","96","100","80","78","98","88","76","98","99","57","53","63","65","72","57","10","18"
"368292","94","82","97","94","78","81","100","96","81","94","98","49","46","62","67","65","55","15","18"
